index,Player,#_x,Nation,Pos_x,Age,Min,Gls,Ast,PK,PKatt,Sh_x,SoT,CrdY_x,CrdR_x,Touches,Tkl_x,Int_x,Blocks_x,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Att_x,Succ,#_y,Pos_y,Tkl_y,TklW_x,Def 3rd,Mid 3rd,Att 3rd,Tkl_y,Att_y,Tkl%,Lost_x,Blocks_y,Sh_y,Pass,Int_y,Tkl+Int,Clr,Err,#,Pos,CrdY_y,CrdR_y,2CrdY,Fls,Fld,Off,Crs,Int,TklW_y,PKwon,PKcon,OG,Recov,Won,Lost_y,Won%,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att,Cmp%_y,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,home,game_id
2,Cédric Soares,2.0,pt POR,RB,27-065,90,0,0,0,0,0,0,0,0,56,0,1,4,0.0,0.0,0.0,2,0,37,45,82.2,1,21,1,0,0,2.0,RB,0,0,0,0,0,0,0,,0,4,1,3,1,1,2,1,2.0,RB,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2,0.0,,,,,,,,,,,,,,,,,,,,,0,107
3,Danny Ings,9.0,eng ENG,FW,26-104,81,1,0,1,1,4,2,0,0,30,2,0,2,1.4,0.6,0.0,2,1,10,15,66.7,1,16,0,1,0,9.0,FW,2,0,1,1,0,2,2,100.0,0,2,0,2,0,2,0,0,9.0,FW,0,0,0,0,2,1,0,0,0,1,0,0,2,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,107
4,Jack Stephens,5.0,eng ENG,CB,24-281,90,0,0,0,0,0,0,0,0,32,0,4,0,0.0,0.0,0.1,1,0,21,25,84.0,1,14,0,0,0,5.0,CB,0,0,0,0,0,0,1,0.0,1,0,0,0,4,4,4,0,5.0,CB,0,0,0,1,0,0,0,4,0,0,0,0,0,2,2,50.0,,,,,,,,,,,,,,,,,,,,,0,107
5,James Ward-Prowse,16.0,eng ENG,RM,24-003,72,0,0,0,0,1,1,1,0,41,2,0,1,0.0,0.0,0.2,5,0,22,36,61.1,1,13,1,0,0,16.0,RM,2,0,2,0,0,1,2,50.0,1,1,0,1,0,2,0,0,16.0,RM,1,0,0,0,1,0,7,0,0,0,0,0,4,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,107
6,Mario Lemina,18.0,ga GAB,CM,25-064,90,0,0,0,0,4,1,0,0,57,3,3,1,0.2,0.2,0.0,2,0,34,42,81.0,6,22,2,4,4,18.0,CM,3,1,3,0,0,2,5,40.0,3,1,0,1,3,6,2,0,18.0,CM,0,0,0,2,0,0,0,3,1,0,0,0,9,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,107
7,Michael Obafemi,61.0,ie IRL,FW,18-121,18,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.3,2,0,5,5,100.0,0,3,0,0,0,61.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,61.0,FW,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,107
8,Mohamed Elyounoussi,11.0,no NOR,LM,24-092,18,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,1,4,25.0,0,4,0,1,0,11.0,LM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,11.0,LM,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,107
9,Nathan Redmond,22.0,eng ENG,"AM,LM",24-243,72,0,0,0,0,0,0,0,0,35,3,0,0,0.0,0.0,0.0,3,0,19,27,70.4,0,18,5,2,1,22.0,"AM,LM",3,1,2,0,1,1,4,25.0,3,0,0,0,0,3,1,0,22.0,"AM,LM",0,0,0,0,2,0,3,0,1,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,107
10,Pierre Højbjerg,23.0,dk DEN,"LM,CM",23-091,90,0,0,0,0,0,0,0,0,65,1,1,1,0.0,0.0,0.0,0,0,53,59,89.8,4,32,0,0,0,23.0,"LM,CM",1,0,0,1,0,0,3,0.0,3,1,1,0,1,2,0,0,23.0,"LM,CM",0,0,0,2,4,0,0,1,0,0,0,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,0,107
11,Ryan Bertrand,21.0,eng ENG,LB,29-091,90,0,0,0,0,0,0,0,0,43,6,2,2,0.0,0.0,0.0,2,1,26,33,78.8,5,11,0,0,0,21.0,LB,6,3,5,1,0,1,1,100.0,0,2,2,0,2,8,1,0,21.0,LB,0,0,0,2,1,0,3,2,3,0,0,0,3,0,3,0.0,,,,,,,,,,,,,,,,,,,,,0,107
12,Shane Long,7.0,ie IRL,"AM,FW,RM",31-286,90,0,0,0,0,3,1,0,0,38,1,1,1,0.4,0.4,0.0,2,0,16,23,69.6,0,16,2,3,0,7.0,"AM,FW,RM",1,0,1,0,0,0,0,,0,1,0,1,1,2,1,0,7.0,"AM,FW,RM",0,0,0,1,1,0,3,1,0,0,0,0,2,6,6,50.0,,,,,,,,,,,,,,,,,,,,,0,107
13,Stuart Armstrong,17.0,sct SCO,RM,26-219,9,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,1,0,11,11,100.0,2,7,1,0,0,17.0,RM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,17.0,RM,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,107
0,14 Players,,,,,990,3,3,0,0,15,6,0,0,1018,21,2,8,1.7,1.7,1.7,30,6,831,933,89.1,74,622,27,20,13,,,21,12,9,10,2,7,19,36.8,12,8,3,5,2,23,11,0,,,0,0,0,6,13,6,17,2,12,0,0,0,69,11,12,47.8,,,,,,,,,,,,,,,,,,,,,1,108
1,Antonio Rüdiger,2.0,de GER,CB,25-246,90,0,0,0,0,1,0,0,0,99,0,0,0,0.0,0.0,0.0,2,0,90,94,95.7,9,60,0,0,0,2.0,CB,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,3,0,2.0,CB,0,0,0,0,1,0,0,0,0,0,0,0,3,5,3,62.5,,,,,,,,,,,,,,,,,,,,,1,108
2,Cesc Fàbregas,4.0,es ESP,CM,31-184,11,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.0,1,0,21,24,87.5,2,10,0,0,0,4.0,CM,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,4.0,CM,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,108
3,César Azpilicueta,28.0,es ESP,RB,29-068,90,0,0,0,0,0,0,0,0,103,1,0,3,0.0,0.0,0.0,2,1,79,98,80.6,3,57,1,1,0,28.0,RB,1,1,0,1,0,1,2,50.0,1,3,1,2,0,1,0,0,28.0,RB,0,0,0,0,0,0,1,0,1,0,0,0,8,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,108
4,David Luiz,30.0,br BRA,CB,31-196,90,0,0,0,0,2,1,0,0,120,2,0,1,0.1,0.1,0.0,2,0,100,108,92.6,11,79,3,0,0,30.0,CB,2,1,2,0,0,0,0,,0,1,1,0,0,2,6,0,30.0,CB,0,0,0,0,2,0,1,0,1,0,0,0,11,1,2,33.3,,,,,,,,,,,,,,,,,,,,,1,108
5,Eden Hazard,10.0,be BEL,LW,27-301,27,0,1,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.6,3,2,26,31,83.9,5,23,5,2,1,10.0,LW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10.0,LW,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,108
6,Jorginho,5.0,it ITA,CM,26-319,79,0,0,0,0,0,0,0,0,112,2,1,1,0.0,0.0,0.0,1,0,102,107,95.3,9,52,0,0,0,5.0,CM,2,2,1,1,0,1,5,20.0,4,1,0,1,1,3,0,0,5.0,CM,0,0,0,2,0,0,0,1,2,0,0,0,5,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,108
7,Kepa Arrizabalaga,1.0,es ESP,GK,24-032,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,32,34,94.1,0,25,0,0,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,2.0,1.0,1.0,50.0,0.7,1.0,3.0,33.3,30.0,5.0,10.0,25.3,4.0,0.0,27.0,4.0,1.0,25.0,3.0,20.6,1,108
8,Marcos Alonso,3.0,es ESP,LB,27-311,90,0,1,0,0,0,0,0,0,111,5,0,1,0.0,0.0,0.2,2,1,87,100,87.0,7,76,3,1,0,3.0,LB,5,4,3,2,0,2,2,100.0,0,1,0,1,0,5,1,0,3.0,LB,0,0,0,1,2,0,5,0,4,0,0,0,6,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,108
9,Mateo Kovačić,17.0,hr CRO,LM,24-182,27,0,0,0,0,1,0,0,0,60,0,0,0,0.0,0.0,0.0,2,1,52,57,91.2,5,35,2,3,3,17.0,LM,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,17.0,LM,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,1,108
10,N'Golo Kanté,7.0,fr FRA,RM,27-220,90,0,0,0,0,0,0,0,0,66,1,1,1,0.0,0.0,0.1,3,0,52,60,86.7,5,37,1,2,1,7.0,RM,1,0,1,0,0,1,2,50.0,1,1,1,0,1,2,0,0,7.0,RM,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,,,,,,,,,,,,,,,,,,,,,,1,108
11,Pedro,11.0,es ESP,RW,31-099,90,1,1,0,0,3,1,0,0,84,3,0,0,0.3,0.3,0.5,3,1,63,73,86.3,8,60,1,7,5,11.0,RW,3,0,1,1,1,1,2,50.0,1,0,0,0,0,3,0,0,11.0,RW,0,0,0,2,2,1,1,0,0,0,0,0,7,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,108
12,Ross Barkley,8.0,eng ENG,LM,24-334,63,0,0,0,0,1,0,0,0,74,1,0,0,0.0,0.0,0.0,0,0,61,68,89.7,3,49,0,1,1,8.0,LM,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,8.0,LM,0,0,0,1,0,0,2,0,0,0,0,0,5,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,108
13,Willian,22.0,br BRA,LW,30-087,63,0,0,0,0,2,1,0,0,71,3,0,0,0.1,0.1,0.4,8,0,51,61,83.6,6,46,9,3,2,22.0,LW,3,1,1,2,0,0,2,0.0,2,0,0,0,0,3,0,0,22.0,LW,0,0,0,0,1,1,6,0,1,0,0,0,2,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,108
0,13 Players,,,,,990,1,1,0,0,7,2,1,0,455,21,19,13,0.4,0.4,0.3,13,2,261,340,76.8,25,213,19,19,12,,,21,8,11,10,0,7,20,35.0,13,13,4,9,19,40,17,0,,,1,0,0,13,5,1,5,19,8,0,0,0,57,12,11,52.2,,,,,,,,,,,,,,,,,,,,,0,108
1,Aaron Wan-Bissaka,29.0,eng ENG,RB,20-343,90,0,0,0,0,0,0,0,0,53,3,4,3,0.0,0.0,0.0,0,0,25,33,75.8,2,21,5,3,1,29.0,RB,3,0,2,1,0,0,0,,0,3,1,2,4,7,4,0,29.0,RB,0,0,0,0,0,0,2,4,0,0,0,0,4,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,108
2,Andros Townsend,10.0,eng ENG,"FW,LM",27-111,90,1,0,0,0,3,1,0,0,39,1,2,2,0.1,0.1,0.0,3,1,19,25,76.0,1,26,5,2,2,10.0,"FW,LM",1,0,1,0,0,1,3,33.3,2,2,0,2,2,3,0,0,10.0,"FW,LM",0,0,0,1,1,0,1,2,0,0,0,0,10,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,108
3,Cheikhou Kouyaté,8.0,sn SEN,CM,28-318,90,0,0,0,0,0,0,0,0,36,3,0,2,0.0,0.0,0.0,0,0,21,26,80.8,2,7,0,0,0,8.0,CM,3,1,2,1,0,0,2,0.0,2,2,1,1,0,3,2,0,8.0,CM,0,0,0,1,0,0,0,0,1,0,0,0,5,6,3,66.7,,,,,,,,,,,,,,,,,,,,,0,108
4,James McArthur,18.0,sct SCO,RM,31-028,79,0,1,0,0,0,0,0,0,27,2,0,2,0.0,0.0,0.1,2,1,16,20,80.0,3,13,0,1,0,18.0,RM,2,2,2,0,0,0,2,0.0,2,2,0,2,0,2,0,0,18.0,RM,0,0,0,4,0,0,0,0,2,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,0,108
5,James Tomkins,5.0,eng ENG,CB,29-220,90,0,0,0,0,0,0,0,0,35,2,0,2,0.0,0.0,0.0,0,0,20,23,87.0,0,16,0,0,0,5.0,CB,2,1,2,0,0,2,3,66.7,1,2,1,1,0,2,6,0,5.0,CB,0,0,0,0,0,0,0,0,1,0,0,0,3,1,3,25.0,,,,,,,,,,,,,,,,,,,,,0,108
6,Jeffrey Schlupp,15.0,gh GHA,LM,25-316,11,0,0,0,0,0,0,0,0,5,0,1,0,0.0,0.0,0.0,0,0,4,4,100.0,1,4,0,0,0,15.0,LM,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,15.0,LM,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,108
7,Jordan Ayew,14.0,gh GHA,FW,27-054,20,0,0,0,0,0,0,0,0,8,1,1,0,0.0,0.0,0.0,0,0,4,4,100.0,1,6,0,0,0,14.0,FW,1,0,1,0,0,0,3,0.0,3,0,0,0,1,2,0,0,14.0,FW,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,108
8,Luka Milivojević,4.0,rs SRB,CM,27-211,90,0,0,0,0,0,0,1,0,64,4,3,0,0.0,0.0,0.1,1,0,40,53,75.5,6,18,0,0,0,4.0,CM,4,3,1,3,0,2,3,66.7,1,0,0,0,3,7,3,0,4.0,CM,1,0,0,2,1,0,2,3,3,0,0,0,6,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,108
9,Mamadou Sakho,12.0,fr FRA,CB,28-264,90,0,0,0,0,0,0,0,0,39,0,1,1,0.0,0.0,0.0,0,0,33,35,94.3,0,22,0,0,0,12.0,CB,0,0,0,0,0,0,0,,0,1,1,0,1,1,2,0,12.0,CB,0,0,0,0,0,0,0,1,0,0,0,0,5,2,0,100.0,,,,,,,,,,,,,,,,,,,,,0,108
10,Max Meyer,7.0,de GER,LM,23-047,70,0,0,0,0,3,1,0,0,26,0,3,0,0.2,0.2,0.0,0,0,14,18,77.8,3,17,1,2,1,7.0,LM,0,0,0,0,0,0,0,,0,0,0,0,3,3,0,0,7.0,LM,0,0,0,0,1,0,0,3,0,0,0,0,3,0,3,0.0,,,,,,,,,,,,,,,,,,,,,0,108
11,Patrick van Aanholt,3.0,nl NED,LB,28-067,90,0,0,0,0,1,0,0,0,52,1,3,1,0.1,0.1,0.0,2,0,36,47,76.6,4,25,4,2,2,3.0,LB,1,0,0,1,0,1,1,100.0,0,1,0,1,3,4,0,0,3.0,LB,0,0,0,1,0,0,0,3,0,0,0,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,0,108
12,Wayne Hennessey,13.0,wls WAL,GK,31-284,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,14,31,45.2,0,11,0,0,0,13.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.0,3.0,3.0,50.0,2.3,6.0,22.0,27.3,22.0,5.0,63.6,46.2,9.0,88.9,62.9,15.0,1.0,6.7,0.0,5.0,0,108
0,14 Players,,,,,990,0,0,0,0,10,2,1,0,557,25,25,25,0.6,0.6,0.5,13,0,282,440,64.1,26,221,16,9,5,,,25,20,8,15,2,14,27,51.9,13,25,4,21,25,50,11,1,,,1,0,0,11,8,3,26,25,20,0,0,0,67,26,26,50.0,,,,,,,,,,,,,,,,,,,,,1,109
1,Aaron Mooy,10.0,au AUS,"AM,RW,DM",28-051,90,0,0,0,0,1,0,0,0,64,4,1,2,0.3,0.3,0.1,3,0,37,54,68.5,8,26,2,2,1,10.0,"AM,RW,DM",4,4,2,2,0,2,5,40.0,3,2,0,2,1,5,0,0,10.0,"AM,RW,DM",0,0,0,0,0,0,5,1,4,0,0,0,11,0,0,,,,,,,,,,,,,,,,,,,,,,1,109
2,Alex Pritchard,21.0,eng ENG,"FW,LW",25-186,81,0,0,0,0,2,1,0,0,45,2,2,1,0.1,0.1,0.0,2,0,23,35,65.7,3,25,3,1,0,21.0,"FW,LW",2,2,0,2,0,1,3,33.3,2,1,0,1,2,4,0,0,21.0,"FW,LW",0,0,0,1,2,2,4,2,2,0,0,0,6,0,4,0.0,,,,,,,,,,,,,,,,,,,,,1,109
3,Chris Löwe,15.0,de GER,"WB,DM,LB",29-203,90,0,0,0,0,0,0,0,0,45,2,0,1,0.0,0.0,0.1,2,0,26,42,61.9,1,15,3,0,0,15.0,"WB,DM,LB",2,2,2,0,0,1,3,33.3,2,1,0,1,0,2,1,0,15.0,"WB,DM,LB",0,0,0,0,1,0,8,0,2,0,0,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,1,109
4,Christopher Schindler,26.0,de GER,CB,28-190,90,0,0,0,0,1,0,0,0,40,2,1,2,0.1,0.1,0.0,0,0,24,32,75.0,4,10,0,0,0,26.0,CB,2,2,2,0,0,1,2,50.0,1,2,1,1,1,3,2,1,26.0,CB,0,0,0,2,0,0,0,1,2,0,0,0,3,8,1,88.9,,,,,,,,,,,,,,,,,,,,,1,109
5,Florent Hadergjonaj,33.0,xk KVX,"WB,RB",24-097,90,0,0,0,0,0,0,0,0,75,2,3,1,0.0,0.0,0.0,1,0,36,61,59.0,2,35,3,3,2,33.0,"WB,RB",2,1,0,1,1,1,3,33.3,2,1,0,1,3,5,2,0,33.0,"WB,RB",0,0,0,0,1,0,5,3,1,0,0,0,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,109
6,Isaac Mbenza,18.0,be BEL,LW,22-242,9,0,0,0,0,2,0,1,0,4,0,1,0,0.1,0.1,0.0,0,0,0,0,,0,3,1,0,0,18.0,LW,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,18.0,LW,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,109
7,Jonas Lössl,1.0,dk DEN,GK,29-277,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,21,38,55.3,0,9,0,0,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1.0,0.0,1.0,100.0,0.0,17.0,32.0,53.1,28.0,0.0,82.1,51.9,9.0,100.0,68.9,6.0,1.0,16.7,1.0,16.8,1,109
8,Jonathan Hogg,6.0,eng ENG,"CM,DM",29-334,90,0,0,0,0,1,1,0,0,61,7,4,8,0.0,0.0,0.0,1,0,28,42,66.7,3,19,0,0,0,6.0,"CM,DM",7,3,2,5,0,4,5,80.0,1,8,0,8,4,11,0,0,6.0,"CM,DM",0,0,0,2,0,0,0,4,3,0,0,0,13,1,4,20.0,,,,,,,,,,,,,,,,,,,,,1,109
9,Juninho Bacuna,7.0,cw CUW,"RW,LB",21-090,1,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,3,0,1,0,7.0,"RW,LB",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,7.0,"RW,LB",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,109
10,Laurent Depoitre,20.0,be BEL,FW,29-333,35,0,0,0,0,0,0,0,0,20,0,1,1,0.0,0.0,0.0,0,0,8,14,57.1,0,13,0,1,1,20.0,FW,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0,20.0,FW,0,0,0,1,0,0,0,1,0,0,0,0,1,1,4,20.0,,,,,,,,,,,,,,,,,,,,,1,109
11,Mathias Jørgensen,25.0,dk DEN,CB,28-196,90,0,0,0,0,0,0,0,0,51,3,9,5,0.0,0.0,0.0,0,0,22,36,61.1,0,20,0,1,1,25.0,CB,3,3,0,3,0,2,3,66.7,1,5,3,2,9,12,0,0,25.0,CB,0,0,0,2,1,0,0,9,3,0,0,0,5,1,6,14.3,,,,,,,,,,,,,,,,,,,,,1,109
12,Philip Billing,8.0,dk DEN,"CM,AM",22-147,90,0,0,0,0,1,0,0,0,43,3,2,1,0.0,0.0,0.1,3,0,21,32,65.6,3,16,1,0,0,8.0,"CM,AM",3,3,0,2,1,2,3,66.7,1,1,0,1,2,5,2,0,8.0,"CM,AM",0,0,0,1,1,1,2,2,3,0,0,0,6,6,0,100.0,,,,,,,,,,,,,,,,,,,,,1,109
13,Steve Mounié,24.0,bj BEN,FW,24-037,55,0,0,0,0,2,0,0,0,28,0,0,1,0.1,0.1,0.3,1,0,14,23,60.9,0,15,2,0,0,24.0,FW,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,24.0,FW,0,0,0,1,0,0,2,0,0,0,0,0,2,8,4,66.7,,,,,,,,,,,,,,,,,,,,,1,109
0,14 Players,,,,,990,0,0,0,0,8,1,2,0,666,17,7,14,0.4,0.4,0.4,15,0,394,553,71.2,26,286,14,27,13,,,17,11,8,8,1,4,9,44.4,5,14,2,12,7,24,21,0,,,2,0,0,8,11,6,7,7,11,0,0,1,60,26,26,50.0,,,,,,,,,,,,,,,,,,,,,0,109
1,Aleksandar Mitrović,9.0,rs SRB,FW,24-050,90,0,0,0,0,5,0,1,0,47,2,0,0,0.3,0.3,0.0,1,0,18,30,60.0,0,24,1,3,2,9.0,FW,2,0,0,2,0,0,0,,0,0,0,0,0,2,1,0,9.0,FW,1,0,0,0,3,3,0,0,0,0,0,0,2,8,12,40.0,,,,,,,,,,,,,,,,,,,,,0,109
2,Andre-Frank Zambo Anguissa,29.0,cm CMR,"DM,CM",22-354,90,0,0,0,0,0,0,0,0,45,2,0,2,0.0,0.0,0.0,0,0,25,35,71.4,2,13,0,1,1,29.0,"DM,CM",2,2,0,2,0,0,2,0.0,2,2,1,1,0,2,4,0,29.0,"DM,CM",0,0,0,0,1,0,0,0,2,0,0,0,5,2,5,28.6,,,,,,,,,,,,,,,,,,,,,0,109
3,André Schürrle,14.0,de GER,"FW,LW",27-364,90,0,0,0,0,1,0,0,0,51,0,0,2,0.0,0.0,0.0,2,0,31,41,75.6,1,28,2,4,1,14.0,"FW,LW",0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0,14.0,"FW,LW",0,0,0,3,2,2,1,0,0,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,0,109
4,Cyrus Christie,22.0,ie IRL,RB,26-036,45,0,0,0,0,0,0,0,0,52,0,0,0,0.0,0.0,0.0,0,0,37,50,74.0,3,21,5,2,0,22.0,RB,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,22.0,RB,0,0,0,0,1,0,0,0,0,0,0,0,4,2,2,50.0,,,,,,,,,,,,,,,,,,,,,0,109
5,Denis Odoi,4.0,gh GHA,CB,30-162,90,0,0,0,0,0,0,0,0,47,2,1,2,0.0,0.0,0.1,2,0,33,38,86.8,2,21,0,2,2,4.0,CB,2,2,1,1,0,0,0,,0,2,1,1,1,3,2,0,4.0,CB,0,0,0,0,2,0,0,1,2,0,0,0,11,4,1,80.0,,,,,,,,,,,,,,,,,,,,,0,109
6,Jean Seri,24.0,ci CIV,"AM,LM",27-109,90,0,0,0,0,1,0,0,0,75,3,1,2,0.1,0.1,0.2,4,0,49,61,80.3,3,23,0,2,0,24.0,"AM,LM",3,2,2,1,0,0,0,,0,2,0,2,1,4,2,0,24.0,"AM,LM",0,0,0,1,0,0,4,1,2,0,0,0,0,3,0,100.0,,,,,,,,,,,,,,,,,,,,,0,109
7,Kevin McDonald,6.0,sct SCO,DM,30-001,19,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,0,0,10,14,71.4,0,8,0,0,0,6.0,DM,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6.0,DM,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,109
8,Luciano Vietto,19.0,ar ARG,RW,24-335,45,0,0,0,0,1,1,0,0,21,2,1,0,0.1,0.1,0.0,0,0,9,15,60.0,0,9,1,0,0,19.0,RW,2,1,0,1,1,0,0,,0,0,0,0,1,3,0,0,19.0,RW,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,109
9,Maxime Le Marchand,20.0,fr FRA,CB,29-025,90,0,0,0,0,0,0,0,0,71,5,1,0,0.0,0.0,0.0,0,0,37,55,67.3,4,27,0,0,0,20.0,CB,5,3,4,1,0,4,4,100.0,0,0,0,0,1,6,8,0,20.0,CB,0,0,0,2,0,0,0,1,3,0,0,0,14,3,5,37.5,,,,,,,,,,,,,,,,,,,,,0,109
10,Ryan Sessegnon,3.0,eng ENG,LB,18-171,90,0,0,0,0,0,0,0,0,88,0,2,3,0.0,0.0,0.0,1,0,42,73,57.5,4,29,3,7,3,3.0,LB,0,0,0,0,0,0,1,0.0,1,3,0,3,2,2,2,0,3.0,LB,0,0,0,1,0,1,2,2,0,0,0,0,10,2,0,100.0,,,,,,,,,,,,,,,,,,,,,0,109
11,Sergio Rico,25.0,es ESP,GK,25-065,90,0,0,0,0,0,0,0,0,47,0,0,0,0.0,0.0,0.0,1,0,26,46,56.5,0,25,0,0,0,25.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,25.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,2.0,1.0,2.0,50.0,0.5,11.0,30.0,36.7,33.0,6.0,66.7,43.8,12.0,66.7,47.8,21.0,1.0,4.8,5.0,22.3,0,109
12,Stefan Johansen,8.0,no NOR,DM,27-301,26,0,0,0,0,0,0,0,0,13,0,0,1,0.0,0.0,0.1,1,0,6,9,66.7,2,4,0,1,0,8.0,DM,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,8.0,DM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,109
13,Timothy Fosu-Mensah,21.0,nl NED,RB,20-307,45,0,0,0,0,0,0,1,0,29,1,1,0,0.0,0.0,0.0,0,0,20,26,76.9,3,13,2,1,1,21.0,RB,1,1,1,0,0,0,0,,0,0,0,0,1,2,1,0,21.0,RB,1,0,0,1,0,0,0,1,1,0,0,1,3,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,109
0,14 Players,,,,,990,2,0,0,0,20,5,2,0,610,12,9,8,2.4,2.4,0.7,31,1,380,516,73.6,45,330,21,12,7,,,12,7,6,5,1,4,14,28.6,10,8,1,7,9,21,7,1,,,2,0,0,7,19,0,20,9,7,0,0,0,65,30,38,44.1,,,,,,,,,,,,,,,,,,,,,1,110
1,Aron Gunnarsson,17.0,is ISL,"DM,CM",29-202,90,0,0,0,0,1,0,0,0,78,1,1,1,0.0,0.0,0.1,3,0,55,69,79.7,8,39,6,0,0,17.0,"DM,CM",1,1,1,0,0,1,3,33.3,2,1,0,1,1,2,1,0,17.0,"DM,CM",0,0,0,0,1,0,1,1,1,0,0,0,11,2,3,40.0,,,,,,,,,,,,,,,,,,,,,1,110
