index,Player,#_x,Nation,Pos_x,Age,Min,Gls,Ast,PK,PKatt,Sh_x,SoT,CrdY_x,CrdR_x,Touches,Tkl_x,Int_x,Blocks_x,xG,npxG,xAG,SCA,GCA,Cmp_x,Att_x,Cmp%_x,PrgP,Carries,PrgC,Att_x,Succ,#_y,Pos_y,Tkl_y,TklW_x,Def 3rd,Mid 3rd,Att 3rd,Tkl_y,Att_y,Tkl%,Lost_x,Blocks_y,Sh_y,Pass,Int_y,Tkl+Int,Clr,Err,#,Pos,CrdY_y,CrdR_y,2CrdY,Fls,Fld,Off,Crs,Int,TklW_y,PKwon,PKcon,OG,Recov,Won,Lost_y,Won%,SoTA,GA,Saves,Save%,PSxG,Cmp_y,Att,Cmp%_y,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,home,game_id
4,Christian Benteke,17.0,be BEL,FW,28-117,18,0,0,0,0,1,0,0,0,15,0,0,1,0.1,0.1,0.3,2,0,7,10,70.0,1,5,0,0,0,17.0,FW,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,17.0,FW,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,100.0,,,,,,,,,,,,,,,,,,,,,1,306
5,James McArthur,18.0,sct SCO,"RM,CM",31-174,45,0,0,0,0,0,0,0,0,43,1,2,0,0.0,0.0,0.0,1,1,29,34,85.3,5,18,0,0,0,18.0,"RM,CM",1,1,0,1,0,0,1,0.0,1,0,0,0,2,3,3,0,18.0,"RM,CM",0,0,0,0,2,0,0,2,1,0,0,0,7,2,0,100.0,,,,,,,,,,,,,,,,,,,,,1,306
6,James Tomkins,5.0,eng ENG,CB,30-001,90,0,0,0,0,1,1,0,0,43,1,0,0,0.0,0.0,0.0,2,0,33,39,84.6,0,19,0,0,0,5.0,CB,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,2,0,5.0,CB,0,0,0,2,0,0,0,0,0,0,0,0,2,2,3,40.0,,,,,,,,,,,,,,,,,,,,,1,306
7,Jeffrey Schlupp,15.0,gh GHA,LM,26-097,90,0,0,0,0,2,0,0,0,49,3,2,0,0.2,0.2,0.0,1,0,22,33,66.7,5,24,3,1,0,15.0,LM,3,2,2,1,0,0,1,0.0,1,0,0,0,2,5,3,1,15.0,LM,0,0,0,2,0,1,1,2,2,0,0,0,7,5,4,55.6,,,,,,,,,,,,,,,,,,,,,1,306
8,Luka Milivojević,4.0,rs SRB,CM,27-357,90,1,0,1,1,0,0,0,0,68,2,3,2,0.8,0.0,0.1,2,0,43,56,76.8,6,32,0,3,1,4.0,CM,2,1,1,1,0,1,4,25.0,3,2,1,1,3,5,0,0,4.0,CM,0,0,0,2,1,0,5,3,1,0,0,0,5,3,1,75.0,,,,,,,,,,,,,,,,,,,,,1,306
9,Max Meyer,7.0,de GER,RM,23-193,45,0,0,0,0,1,0,0,0,24,4,0,0,0.1,0.1,0.0,0,0,16,19,84.2,2,12,2,1,1,7.0,RM,4,3,1,3,0,0,0,,0,0,0,0,0,4,0,0,7.0,RM,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,306
10,Michy Batshuayi,23.0,be BEL,FW,25-179,72,0,0,0,0,3,0,0,0,24,0,1,0,0.5,0.5,0.0,4,0,11,16,68.8,0,14,0,4,3,23.0,FW,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,23.0,FW,0,0,0,1,1,5,0,1,0,0,0,0,1,3,2,60.0,,,,,,,,,,,,,,,,,,,,,1,306
11,Patrick van Aanholt,3.0,nl NED,LB,28-213,90,1,0,0,0,2,2,0,0,63,0,2,0,0.2,0.2,0.6,4,0,45,61,73.8,8,33,5,1,1,3.0,LB,0,0,0,0,0,0,0,,0,0,0,0,2,2,1,1,3.0,LB,0,0,0,0,0,0,1,2,0,0,0,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,1,306
12,Scott Dann,6.0,eng ENG,CB,32-044,90,0,0,0,0,0,0,0,0,52,1,3,3,0.0,0.0,0.0,1,0,32,44,72.7,1,21,0,0,0,6.0,CB,1,1,1,0,0,0,3,0.0,3,3,2,1,3,4,2,0,6.0,CB,0,0,0,1,0,0,0,3,1,0,0,0,7,4,2,66.7,,,,,,,,,,,,,,,,,,,,,1,306
13,Vicente Guaita,31.0,es ESP,GK,32-079,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,24,36,66.7,0,22,0,0,0,31.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,31.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,5.0,0.0,5.0,100.0,0.8,8.0,17.0,47.1,28.0,9.0,42.9,37.8,7.0,71.4,53.7,13.0,0.0,0.0,2.0,16.8,1,306
0,14 Players,,,,,990,0,0,0,0,15,5,0,0,609,14,15,15,1.1,1.1,0.5,27,0,366,497,73.6,37,316,22,12,10,,,14,10,5,9,0,8,22,36.4,14,15,8,7,15,29,21,0,,,0,0,0,7,10,3,21,15,10,0,1,0,51,13,27,32.5,,,,,,,,,,,,,,,,,,,,,0,306
1,Aaron Mooy,10.0,au AUS,"RW,LW",28-196,90,0,0,0,0,2,0,0,0,56,2,0,1,0.1,0.1,0.0,1,0,23,42,54.8,3,37,3,1,1,10.0,"RW,LW",2,1,0,2,0,1,2,50.0,1,1,1,0,0,2,4,0,10.0,"RW,LW",0,0,0,1,3,1,10,0,1,0,0,0,6,0,4,0.0,,,,,,,,,,,,,,,,,,,,,0,306
2,Alex Pritchard,21.0,eng ENG,AM,25-331,89,0,0,0,0,4,0,0,0,55,1,0,2,0.2,0.2,0.1,8,0,25,37,67.6,1,40,4,6,5,21.0,AM,1,1,0,1,0,1,3,33.3,2,2,0,2,0,1,0,0,21.0,AM,0,0,0,0,3,0,3,0,1,0,0,0,8,1,3,25.0,,,,,,,,,,,,,,,,,,,,,0,306
3,Ben Hamer,12.0,eng ENG,GK,31-130,90,0,0,0,0,0,0,0,0,40,0,0,0,0.0,0.0,0.0,0,0,17,38,44.7,0,19,0,0,0,12.0,GK,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,12.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5.0,2.0,3.0,80.0,2.3,8.0,28.0,28.6,26.0,2.0,73.1,47.3,12.0,75.0,51.6,12.0,0.0,0.0,0.0,7.0,0,306
4,Chris Löwe,15.0,de GER,LW,29-348,79,0,0,0,0,3,2,0,0,43,0,1,2,0.1,0.1,0.0,2,0,23,34,67.6,1,18,0,0,0,15.0,LW,0,0,0,0,0,0,0,,0,2,1,1,1,1,1,0,15.0,LW,0,0,0,0,0,0,3,1,0,0,0,0,1,1,3,25.0,,,,,,,,,,,,,,,,,,,,,0,306
5,Christopher Schindler,26.0,de GER,CB,28-335,90,0,0,0,0,1,1,0,0,65,2,4,2,0.1,0.1,0.0,0,0,44,53,83.0,4,24,0,0,0,26.0,CB,2,2,2,0,0,1,2,50.0,1,2,0,2,4,6,4,0,26.0,CB,0,0,0,0,0,0,0,4,2,0,0,0,7,4,5,44.4,,,,,,,,,,,,,,,,,,,,,0,306
6,Danny Williams,19.0,us USA,"DM,AM",30-022,11,0,0,0,0,0,0,0,0,6,0,0,1,0.0,0.0,0.0,1,0,4,4,100.0,2,3,0,0,0,19.0,"DM,AM",0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,19.0,"DM,AM",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,306
7,Elias Kachunga,9.0,cd COD,RW,26-342,11,0,0,0,0,1,1,0,0,4,0,0,0,0.1,0.1,0.0,0,0,2,2,100.0,0,3,2,0,0,9.0,RW,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,9.0,RW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,306
8,Erik Durm,37.0,de GER,LB,26-322,90,0,0,0,0,0,0,0,0,57,1,1,1,0.0,0.0,0.0,1,0,39,51,76.5,2,26,3,0,0,37.0,LB,1,0,0,1,0,0,1,0.0,1,1,1,0,1,2,1,0,37.0,LB,0,0,0,1,0,0,2,1,0,0,0,0,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,0,306
9,Jon Gorenc Stanković,27.0,si SVN,"DM,AM",23-075,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,27.0,"DM,AM",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,27.0,"DM,AM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,306
10,Jonathan Hogg,6.0,eng ENG,DM,30-114,90,0,0,0,0,0,0,0,0,75,3,3,1,0.0,0.0,0.1,3,0,56,68,82.4,11,35,2,0,0,6.0,DM,3,2,0,3,0,2,6,33.3,4,1,1,0,3,6,0,0,6.0,DM,0,0,0,0,0,0,0,3,2,0,0,0,7,0,2,0.0,,,,,,,,,,,,,,,,,,,,,0,306
11,Juninho Bacuna,7.0,cw CUW,DM,21-235,79,0,0,0,0,0,0,0,0,59,1,3,1,0.0,0.0,0.1,3,0,40,49,81.6,5,33,1,2,1,7.0,DM,1,1,0,1,0,1,1,100.0,0,1,0,1,3,4,2,0,7.0,DM,0,0,0,5,1,0,0,3,1,0,1,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,0,306
12,Karlan Grant,16.0,eng ENG,FW,21-193,90,0,0,0,0,4,1,0,0,37,0,0,0,0.5,0.5,0.0,5,0,17,27,63.0,2,20,2,2,2,16.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,16.0,FW,0,0,0,0,0,2,0,0,0,0,0,0,5,3,4,42.9,,,,,,,,,,,,,,,,,,,,,0,306
13,Terence Kongolo,5.0,nl NED,CB,25-044,90,0,0,0,0,0,0,0,0,63,4,2,3,0.0,0.0,0.0,0,0,41,45,91.1,3,33,0,0,0,5.0,CB,4,3,3,1,0,2,3,66.7,1,3,3,0,2,6,7,0,5.0,CB,0,0,0,0,1,0,0,2,3,0,0,0,1,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,306
0,13 Players,,,,,990,0,0,0,0,14,1,1,0,710,20,14,10,0.7,0.7,0.6,22,0,425,589,72.2,45,404,18,19,13,,,20,12,7,10,3,8,15,53.3,7,10,2,8,14,34,21,0,,,1,0,0,8,10,6,21,14,12,0,0,0,55,36,21,63.2,,,,,,,,,,,,,,,,,,,,,1,307
1,Alireza Jahanbakhsh,16.0,ir IRN,LW,25-231,61,0,0,0,0,2,0,0,0,33,1,0,0,0.1,0.1,0.0,2,0,14,27,51.9,1,18,1,5,4,16.0,LW,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0,16.0,LW,0,0,0,2,1,2,2,0,0,0,0,0,5,2,1,66.7,,,,,,,,,,,,,,,,,,,,,1,307
2,Anthony Knockaert,11.0,fr FRA,"RW,RM",27-130,90,0,0,0,0,1,0,0,0,46,1,0,2,0.0,0.0,0.1,6,0,27,37,73.0,5,27,2,1,1,11.0,"RW,RM",1,1,0,1,0,0,0,,0,2,0,2,0,1,0,0,11.0,"RW,RM",0,0,0,0,1,0,8,0,1,0,0,0,6,2,0,100.0,,,,,,,,,,,,,,,,,,,,,1,307
3,Bernardo,30.0,br BRA,LB,23-320,90,0,0,0,0,1,0,0,0,96,2,4,2,0.1,0.1,0.2,3,0,58,83,69.9,8,46,3,1,1,30.0,LB,2,2,1,1,0,0,0,,0,2,1,1,4,6,2,0,30.0,LB,0,0,0,0,3,0,1,4,2,0,0,0,7,5,2,71.4,,,,,,,,,,,,,,,,,,,,,1,307
4,Dale Stephens,6.0,eng ENG,CM,29-291,90,0,0,0,0,0,0,1,0,53,3,2,1,0.0,0.0,0.0,1,0,33,44,75.0,9,33,0,1,0,6.0,CM,3,2,2,1,0,0,2,0.0,2,1,0,1,2,5,0,0,6.0,CM,1,0,0,1,0,0,0,2,2,0,0,0,3,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,307
5,Davy Pröpper,24.0,nl NED,LM,27-209,73,0,0,0,0,0,0,0,0,48,2,1,0,0.0,0.0,0.0,2,0,26,37,70.3,1,30,1,4,3,24.0,LM,2,1,0,1,1,2,4,50.0,2,0,0,0,1,3,1,0,24.0,LM,0,0,0,1,1,0,0,1,1,0,0,0,5,0,4,0.0,,,,,,,,,,,,,,,,,,,,,1,307
6,Glenn Murray,17.0,eng ENG,FW,35-186,90,0,0,0,0,3,0,0,0,39,2,0,1,0.2,0.2,0.0,2,0,15,27,55.6,2,17,2,0,0,17.0,FW,2,0,0,1,1,1,2,50.0,1,1,0,1,0,2,0,0,17.0,FW,0,0,0,3,1,4,0,0,0,0,0,0,0,13,6,68.4,,,,,,,,,,,,,,,,,,,,,1,307
7,Jürgen Locadia,9.0,cw CUW,FW,25-143,17,0,0,0,0,1,1,0,0,10,0,0,0,0.0,0.0,0.0,0,0,6,9,66.7,0,5,0,0,0,9.0,FW,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9.0,FW,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,307
8,Lewis Dunk,5.0,eng ENG,CB,27-129,90,0,0,0,0,1,0,0,0,85,2,2,1,0.1,0.1,0.0,0,0,65,76,85.5,4,51,1,0,0,5.0,CB,2,1,0,2,0,0,1,0.0,1,1,1,0,2,4,3,0,5.0,CB,0,0,0,0,0,0,0,2,1,0,0,0,6,3,3,50.0,,,,,,,,,,,,,,,,,,,,,1,307
9,Martín Montoya,22.0,es ESP,RB,27-350,90,0,0,0,0,1,0,0,0,76,4,1,2,0.0,0.0,0.0,1,0,50,65,76.9,5,45,5,1,0,22.0,RB,4,3,2,1,1,4,4,100.0,0,2,0,2,1,5,2,0,22.0,RB,0,0,0,0,0,0,4,1,3,0,0,0,6,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,307
10,Mathew Ryan,1.0,au AUS,GK,26-356,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,0,0,22,35,62.9,0,21,0,0,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,2.0,1.0,1.0,50.0,0.8,9.0,19.0,47.4,23.0,2.0,43.5,37.4,11.0,81.8,56.6,10.0,0.0,0.0,1.0,36.0,1,307
11,Shane Duffy,4.0,ie IRL,CB,27-088,90,0,0,0,0,1,0,0,0,76,0,0,0,0.0,0.0,0.0,1,0,45,63,71.4,1,42,0,0,0,4.0,CB,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,0,4.0,CB,0,0,0,1,1,0,0,0,0,0,0,0,4,7,3,70.0,,,,,,,,,,,,,,,,,,,,,1,307
12,Solly March,20.0,eng ENG,"LM,LW",24-253,29,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.0,0,0,14,24,58.3,3,19,2,0,0,20.0,"LM,LW",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,20.0,"LM,LW",0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,307
0,14 Players,,,,,990,1,1,0,0,8,2,2,0,515,9,17,15,0.7,0.7,0.7,13,2,238,385,61.8,43,216,13,15,7,,,9,3,3,5,1,6,19,31.6,13,15,4,11,17,26,33,0,,,2,0,0,10,8,0,14,17,3,0,0,0,50,21,36,36.8,,,,,,,,,,,,,,,,,,,,,0,307
1,Angus Gunn,28.0,sct SCO,GK,23-067,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,1,0,11,34,32.4,0,12,0,0,0,28.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,28.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,1.0,0.0,1.0,100.0,0.1,4.0,26.0,15.4,24.0,2.0,70.8,48.0,10.0,90.0,61.7,13.0,2.0,15.4,2.0,20.2,0,307
2,Danny Ings,9.0,eng ENG,FW,26-250,66,0,0,0,0,2,0,0,0,22,0,0,1,0.1,0.1,0.1,2,0,11,18,61.1,5,16,1,2,2,9.0,FW,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,9.0,FW,0,0,0,1,1,0,0,0,0,0,0,0,2,0,4,0.0,,,,,,,,,,,,,,,,,,,,,0,307
3,Jack Stephens,5.0,eng ENG,CB,25-062,15,0,0,0,0,0,0,1,0,3,0,1,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,5.0,CB,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,5.0,CB,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,307
4,James Ward-Prowse,16.0,eng ENG,AM,24-149,90,0,0,0,0,0,0,1,0,49,2,3,4,0.0,0.0,0.0,1,0,18,31,58.1,4,17,0,1,1,16.0,AM,2,1,1,0,1,1,5,20.0,4,4,0,4,3,5,5,0,16.0,AM,1,0,0,1,0,0,5,3,1,0,0,0,4,2,6,25.0,,,,,,,,,,,,,,,,,,,,,0,307
5,Jan Bednarek,35.0,pl POL,CB,22-352,90,0,0,0,0,0,0,0,0,62,0,3,2,0.0,0.0,0.0,0,0,27,50,54.0,4,24,0,0,0,35.0,CB,0,0,0,0,0,0,1,0.0,1,2,2,0,3,3,6,0,35.0,CB,0,0,0,1,1,0,0,3,0,0,0,0,7,3,5,37.5,,,,,,,,,,,,,,,,,,,,,0,307
6,Josh Sims,39.0,eng ENG,AM,22-002,2,0,0,0,0,0,0,0,0,3,1,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,0,0,39.0,AM,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,39.0,AM,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,307
7,Maya Yoshida,3.0,jp JPN,CB,30-218,90,0,0,0,0,0,0,0,0,39,0,0,2,0.0,0.0,0.1,1,0,24,30,80.0,1,19,0,1,0,3.0,CB,0,0,0,0,0,0,0,,0,2,2,0,0,0,5,0,3.0,CB,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,307
8,Nathan Redmond,22.0,eng ENG,"FW,AM",25-024,88,0,1,0,0,2,1,0,0,32,1,1,0,0.1,0.1,0.3,2,1,16,22,72.7,4,18,4,2,1,22.0,"FW,AM",1,0,0,1,0,1,2,50.0,1,0,0,0,1,2,1,0,22.0,"FW,AM",0,0,0,0,0,0,0,1,0,0,0,0,5,1,1,50.0,,,,,,,,,,,,,,,,,,,,,0,307
9,Oriol Romeu,14.0,es ESP,"DM,CM",27-187,90,0,0,0,0,0,0,0,0,65,3,4,0,0.0,0.0,0.0,0,0,37,52,71.2,5,36,1,3,2,14.0,"DM,CM",3,1,0,3,0,2,6,33.3,4,0,0,0,4,7,2,0,14.0,"DM,CM",0,0,0,1,1,0,0,4,1,0,0,0,10,4,2,66.7,,,,,,,,,,,,,,,,,,,,,0,307
10,Pierre Højbjerg,23.0,dk DEN,"DM,CM",23-237,90,1,0,0,0,2,1,0,0,59,0,1,0,0.3,0.3,0.1,1,0,37,46,80.4,9,30,2,1,0,23.0,"DM,CM",0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,23.0,"DM,CM",0,0,0,1,2,0,0,1,0,0,0,0,6,2,0,100.0,,,,,,,,,,,,,,,,,,,,,0,307
11,Ryan Bertrand,21.0,eng ENG,"LB,WB",29-237,90,0,0,0,0,1,0,0,0,46,0,2,1,0.1,0.1,0.0,1,0,22,35,62.9,3,6,0,1,0,21.0,"LB,WB",0,0,0,0,0,0,0,,0,1,0,1,2,2,2,0,21.0,"LB,WB",0,0,0,0,1,0,5,2,0,0,0,0,0,1,3,25.0,,,,,,,,,,,,,,,,,,,,,0,307
12,Sam Gallagher,15.0,eng ENG,FW,23-196,24,0,0,0,0,0,0,0,0,10,0,0,1,0.0,0.0,0.0,0,0,0,3,0.0,0,3,0,0,0,15.0,FW,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,15.0,FW,0,0,0,4,0,0,0,0,0,0,0,0,1,2,6,25.0,,,,,,,,,,,,,,,,,,,,,0,307
13,Stuart Armstrong,17.0,sct SCO,AM,27-000,75,0,0,0,0,1,0,0,0,42,1,0,1,0.1,0.1,0.1,3,1,18,32,56.3,6,20,3,2,0,17.0,AM,1,0,1,0,0,1,3,33.3,2,1,0,1,0,1,2,0,17.0,AM,0,0,0,0,1,0,2,0,0,0,0,0,4,2,1,66.7,,,,,,,,,,,,,,,,,,,,,0,307
0,14 Players,,,,,990,2,1,0,0,8,5,1,0,587,16,10,9,1.6,1.6,1.3,13,3,365,470,77.7,38,272,24,14,9,,,16,8,10,4,2,11,20,55.0,9,9,6,3,10,26,36,3,,,1,0,0,14,9,4,8,10,8,0,0,0,52,15,23,39.5,,,,,,,,,,,,,,,,,,,,,1,308
1,Ander Herrera,21.0,es ESP,RM,29-228,62,0,0,0,0,0,0,0,0,47,5,1,1,0.0,0.0,0.0,0,0,27,38,71.1,3,20,1,0,0,21.0,RM,5,2,4,0,1,4,10,40.0,6,1,0,1,1,6,0,0,21.0,RM,0,0,0,0,1,0,0,1,2,0,0,0,4,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,308
2,Andreas Pereira,15.0,br BRA,"AM,RW",23-088,28,0,0,0,0,0,0,1,0,12,0,0,0,0.0,0.0,0.0,1,0,8,11,72.7,1,7,1,1,0,15.0,"AM,RW",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,15.0,"AM,RW",1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,308
3,Anthony Martial,11.0,fr FRA,"FW,LW",23-115,76,1,0,0,0,3,3,0,0,42,1,0,0,1.1,1.1,0.0,2,1,23,30,76.7,4,26,3,1,0,11.0,"FW,LW",1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,1,0,11.0,"FW,LW",0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,50.0,,,,,,,,,,,,,,,,,,,,,1,308
4,Ashley Young,18.0,eng ENG,"RB,WB",33-264,90,0,0,0,0,0,0,0,0,76,3,1,2,0.0,0.0,0.0,2,0,46,64,71.9,3,27,5,2,2,18.0,"RB,WB",3,1,2,1,0,1,1,100.0,0,2,2,0,1,4,3,0,18.0,"RB,WB",0,0,0,0,2,0,4,1,1,0,0,0,9,0,0,,,,,,,,,,,,,,,,,,,,,,1,308
5,Chris Smalling,12.0,eng ENG,CB,29-128,90,0,0,0,0,1,0,0,0,45,2,1,2,0.0,0.0,0.0,0,0,20,27,74.1,1,15,0,0,0,12.0,CB,2,1,2,0,0,2,2,100.0,0,2,2,0,1,3,10,0,12.0,CB,0,0,0,3,0,0,0,1,1,0,0,0,2,7,11,38.9,,,,,,,,,,,,,,,,,,,,,1,308
6,David de Gea,1.0,es ESP,GK,28-143,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,21,29,72.4,0,14,0,0,0,1.0,GK,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,8.0,1.0,7.0,87.5,1.7,12.0,20.0,60.0,20.0,5.0,60.0,40.2,9.0,88.9,59.8,17.0,0.0,0.0,1.0,13.0,1,308
7,Jesse Lingard,14.0,eng ENG,AM,26-105,28,0,0,0,0,1,1,0,0,14,0,0,0,0.0,0.0,0.7,1,0,10,12,83.3,1,6,1,0,0,14.0,AM,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,14.0,AM,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,1,308
8,Juan Mata,8.0,es ESP,AM,30-336,62,0,0,0,0,0,0,0,0,46,1,0,0,0.0,0.0,0.0,1,0,32,41,78.0,4,22,2,1,0,8.0,AM,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0,8.0,AM,0,0,0,1,1,1,2,0,1,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,1,308
9,Luke Shaw,23.0,eng ENG,"LB,WB",23-261,90,0,1,0,0,0,0,0,0,74,1,1,1,0.0,0.0,0.4,4,2,51,63,81.0,7,36,2,3,2,23.0,"LB,WB",1,0,0,1,0,1,1,100.0,0,1,1,0,1,2,6,0,23.0,"LB,WB",0,0,0,1,0,0,0,1,0,0,0,0,10,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,308
10,Marcos Rojo,16.0,ar ARG,CB,29-010,14,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,2,5,40.0,0,0,0,0,0,16.0,CB,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,16.0,CB,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,308
11,Marcus Rashford,10.0,eng ENG,FW,21-150,90,1,0,0,0,2,1,0,0,31,0,0,0,0.5,0.5,0.0,1,0,14,20,70.0,0,21,5,4,3,10.0,FW,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,0,10.0,FW,0,0,0,1,1,2,2,0,0,0,0,0,2,0,3,0.0,,,,,,,,,,,,,,,,,,,,,1,308
12,Nemanja Matić,31.0,rs SRB,"CM,DM",30-241,90,0,0,0,0,0,0,0,0,52,1,1,1,0.0,0.0,0.0,1,0,36,45,80.0,2,21,1,0,0,31.0,"CM,DM",1,1,1,0,0,1,1,100.0,0,1,0,1,1,2,1,3,31.0,"CM,DM",0,0,0,0,0,0,0,1,1,0,0,0,7,2,4,33.3,,,,,,,,,,,,,,,,,,,,,1,308
13,Paul Pogba,6.0,fr FRA,"LM,CM,DM",26-015,90,0,0,0,0,1,0,0,0,62,2,2,1,0.0,0.0,0.0,0,0,45,51,88.2,10,44,3,2,2,6.0,"LM,CM,DM",2,1,0,2,0,0,0,,0,1,0,1,2,4,0,0,6.0,"LM,CM,DM",0,0,0,5,1,0,0,2,1,0,0,0,3,1,0,100.0,,,,,,,,,,,,,,,,,,,,,1,308
0,14 Players,,,,,990,1,1,0,0,20,8,2,0,560,13,12,12,1.5,1.5,1.3,34,2,336,435,77.2,42,315,30,20,9,,,13,11,8,3,2,5,14,35.7,9,12,2,10,12,25,18,2,,,2,0,0,9,12,3,19,12,11,0,0,0,56,23,15,60.5,,,,,,,,,,,,,,,,,,,,,0,308
1,Abdoulaye Doucouré,16.0,ml MLI,DM,26-088,90,1,0,0,0,4,1,0,0,72,0,1,0,0.8,0.8,0.0,5,1,54,63,85.7,7,53,6,3,3,16.0,DM,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,1,16.0,DM,0,0,0,0,1,0,1,1,0,0,0,0,5,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,308
2,Adam Masina,11.0,ma MAR,LB,25-087,90,0,0,0,0,1,0,1,0,51,2,5,2,0.0,0.0,0.0,2,0,30,35,85.7,2,22,1,1,0,11.0,LB,2,2,2,0,0,0,1,0.0,1,2,0,2,5,7,4,0,11.0,LB,1,0,0,3,0,0,2,5,2,0,0,0,2,1,0,100.0,,,,,,,,,,,,,,,,,,,,,0,308
