index,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon,SoTA,GA,Saves,Save%,home,game_id
11,James Morrison,7.0,sct SCO,"FW,MF",30-311,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,0,285
12,Jonny Evans,6.0,nir NIR,CB,29-088,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,,,,,0,285
13,Nacer Chadli,22.0,be BEL,RM,27-242,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,0,285
14,Salomón Rondón,9.0,ve VEN,FW,27-197,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,285
0,14 Players,,,,,990,0.0,0.0,0.0,0.0,13.0,2.0,2.0,0.0,9.0,6.0,5.0,24.0,19.0,10.0,0.0,0.0,0.0,,,,,1,286
1,Andre Gray,7.0,jm JAM,FW,25-279,55,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,1,286
2,Ashley Barnes,10.0,eng ENG,FW,27-153,90,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,1,286
3,Ben Mee,6.0,eng ENG,CB,27-192,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,,,,1,286
4,George Boyd,21.0,sct SCO,RM,31-181,73,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,1,286
5,Jeff Hendrick,13.0,ie IRL,CM,25-060,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,1,286
6,Joey Barton,19.0,eng ENG,CM,34-211,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,,,,,1,286
7,Matthew Lowton,2.0,eng ENG,RB,27-296,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,,,,,1,286
8,Michael Keane,5.0,eng ENG,CB,24-080,90,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,,,,1,286
9,Robbie Brady,12.0,ie IRL,"DF,FW",25-077,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,1,286
10,Sam Vokes,9.0,wls WAL,FW,27-162,35,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,286
11,Scott Arfield,37.0,ca CAN,LM,28-151,77,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,,,,,1,286
12,Stephen Ward,23.0,ie IRL,LB,31-224,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,,,,,1,286
13,Steven Defour,16.0,be BEL,MF,28-351,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,1,286
14,Tom Heaton,1.0,eng ENG,GK,30-351,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,71.4,1,286
0,14 Players,,,,,990,2.0,1.0,0.0,0.0,19.0,7.0,0.0,0.0,6.0,9.0,1.0,14.0,8.0,9.0,0.0,0.0,0.0,,,,,0,286
1,Ben Davies,33.0,wls WAL,DM,23-342,90,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,0,286
2,Christian Eriksen,23.0,dk DEN,AM,25-046,90,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,,,,,0,286
3,Dele Alli,20.0,eng ENG,AM,20-355,90,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,0,286
4,Eric Dier,15.0,eng ENG,CB,23-076,90,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,0,286
5,Harry Winks,29.0,eng ENG,DM,21-058,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,0,286
6,Hugo Lloris,1.0,fr FRA,GK,30-096,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,100.0,0,286
7,Jan Vertonghen,5.0,be BEL,CB,29-342,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,0,286
8,Kieran Trippier,16.0,eng ENG,DM,26-194,90,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,,,,,0,286
9,Mousa Dembélé,19.0,be BEL,MF,29-259,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,,,0,286
10,Moussa Sissoko,17.0,fr FRA,"FW,MF",27-228,46,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,0,286
11,Son Heung-min,7.0,kr KOR,"FW,MF",24-267,18,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,286
12,Toby Alderweireld,4.0,be BEL,CB,28-030,90,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,,,,0,286
13,Victor Wanyama,12.0,ke KEN,DM,25-280,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,286
14,Vincent Janssen,9.0,nl NED,FW,22-290,72,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0,286
0,14 Players,,,,,990,2.0,2.0,0.0,0.0,23.0,10.0,1.0,0.0,8.0,11.0,1.0,20.0,8.0,19.0,0.0,0.0,0.0,,,,,1,287
1,Ben Chilwell,3.0,eng ENG,"DF,MF",20-101,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,1,287
2,Christian Fuchs,28.0,at AUT,LB,30-359,90,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,,,,,1,287
3,Daniel Amartey,13.0,gh GHA,"DF,MF",22-101,18,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,287
4,Danny Drinkwater,4.0,eng ENG,DM,27-027,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,,,,,1,287
5,Danny Simpson,17.0,eng ENG,RB,30-087,90,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,,,,,1,287
6,Demarai Gray,22.0,jm JAM,DM,20-277,86,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,4.0,0.0,9.0,1.0,2.0,0.0,0.0,0.0,,,,,1,287
7,Islam Slimani,19.0,dz ALG,FW,28-287,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,287
8,Jamie Vardy,9.0,eng ENG,FW,30-080,80,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,1,287
9,Kasper Schmeichel,1.0,dk DEN,GK,30-147,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,100.0,1,287
10,Riyad Mahrez,26.0,dz ALG,DM,26-039,90,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,,,,1,287
11,Robert Huth,6.0,de GER,CB,32-226,90,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,1,287
12,Shinji Okazaki,20.0,jp JPN,AM,30-350,72,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,,,,1,287
13,Wilfred Ndidi,25.0,ng NGA,DM,20-106,90,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,1,287
14,Yohan Benalouane,29.0,tn TUN,CB,30-004,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,1,287
0,14 Players,,,,,990,0.0,0.0,0.0,0.0,10.0,2.0,4.0,0.0,11.0,7.0,4.0,25.0,10.0,15.0,0.0,0.0,0.0,,,,,0,287
1,Bruno Martins Indi,15.0,nl NED,CB,25-052,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,0,287
2,Charlie Adam,16.0,sct SCO,MF,31-112,21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,0,287
3,Erik Pieters,3.0,nl NED,LB,28-237,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,,,,,0,287
4,Glen Johnson,8.0,eng ENG,RB,32-221,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,,,,,0,287
5,Glenn Whelan,6.0,ie IRL,CM,33-078,69,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,,,,0,287
6,Joe Allen,4.0,wls WAL,CM,27-018,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,,,,,0,287
7,Jonathan Walters,19.0,ie IRL,FW,33-193,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,0,287
8,Lee Grant,33.0,eng ENG,GK,34-064,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,8.0,80.0,0,287
9,Mame Biram Diouf,18.0,sn SEN,"FW,MF",29-106,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,,,,,0,287
10,Marko Arnautović,10.0,at AUT,RM,27-347,90,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,,,,,0,287
11,Peter Crouch,25.0,eng ENG,FW,36-061,37,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,0,287
12,Ramadan Sobhi,32.0,eg EGY,LM,20-068,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,,,,,0,287
13,Ryan Shawcross,17.0,eng ENG,CB,29-179,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,,,,,0,287
14,Saido Berahino,9.0,bi BDI,FW,23-240,69,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,287
0,14 Players,,,,,990,1.0,1.0,0.0,0.0,23.0,10.0,1.0,0.0,13.0,8.0,1.0,41.0,15.0,16.0,0.0,0.0,0.0,,,,,1,288
1,Abdoulaye Doucouré,16.0,ml MLI,CM,24-090,90,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,,,,,1,288
2,Craig Cathcart,15.0,nir NIR,RB,28-054,90,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,1,288
3,Daryl Janmaat,22.0,nl NED,DF,27-253,49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,,,,,1,288
4,Heurelho Gomes,1.0,br BRA,GK,36-045,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,100.0,1,288
5,Isaac Success,10.0,ng NGA,"FW,MF",21-084,38,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,,,,,1,288
6,José Holebas,25.0,gr GRE,LB,32-278,90,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,3.0,5.0,0.0,0.0,0.0,,,,,1,288
7,Juan Zúñiga,18.0,co COL,"DF,MF",31-108,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,288
8,M'Baye Niang,21.0,sn SEN,LM,22-103,86,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,,,,,1,288
9,Miguel Britos,3.0,uy URU,CB,31-258,90,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,1,288
10,Nordin Amrabat,7.0,ma MAR,RM,30-001,52,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,,,,,1,288
11,Stefano Okaka,33.0,it ITA,FW,27-235,90,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,1,288
12,Tom Cleverley,8.0,eng ENG,CM,27-232,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,,1,288
13,Younès Kaboul,4.0,fr FRA,CB,31-087,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,1,288
14,Étienne Capoue,29.0,fr FRA,CM,28-264,90,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,,,,,1,288
0,13 Players,,,,,990,0.0,0.0,0.0,0.0,11.0,3.0,3.0,0.0,8.0,13.0,0.0,26.0,7.0,5.0,0.0,0.0,0.0,,,,,0,288
1,Adnan Januzaj,44.0,be BEL,AM,22-055,69,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,0,288
2,Billy Jones,2.0,eng ENG,RB,30-008,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,0,288
3,Bryan Oviedo,3.0,cr CRC,LB,27-042,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,,,,,0,288
4,Darron Gibson,24.0,ie IRL,DM,29-158,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,,,,,0,288
5,Didier Ibrahim Ndong,17.0,ga GAB,"DF,MF",22-288,30,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,,0,288
6,Fabio Borini,9.0,it ITA,AM,26-003,90,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,0,288
7,Jack Rodwell,8.0,eng ENG,AM,26-021,90,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,,,,,0,288
8,Jason Denayer,4.0,be BEL,DM,21-277,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,,,,,0,288
9,Jermain Defoe,18.0,eng ENG,FW,34-176,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,288
10,John O'Shea,16.0,ie IRL,CB,35-336,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,0,288
11,Jordan Pickford,13.0,eng ENG,GK,23-025,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,9.0,90.0,0,288
12,Lamine Koné,23.0,ci CIV,CB,28-059,90,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,0,288
13,Wahbi Khazri,10.0,tn TUN,"FW,MF",26-052,21,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,,,,0,288
0,14 Players,,,,,990,1.0,1.0,0.0,0.0,24.0,11.0,3.0,0.0,12.0,14.0,4.0,42.0,15.0,6.0,0.0,0.0,0.0,,,,,1,289
1,Cesc Fàbregas,4.0,es ESP,AM,29-332,89,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,,,,,1,289
2,César Azpilicueta,28.0,es ESP,CB,27-216,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,,,,,1,289
3,David Luiz,30.0,br BRA,CB,29-344,90,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,,,,,1,289
4,Diego Costa,19.0,es ESP,FW,28-176,90,0.0,0.0,0.0,0.0,9.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,289
5,Eden Hazard,10.0,be BEL,AM,26-084,90,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,,1,289
6,Gary Cahill,24.0,eng ENG,CB,31-103,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,,,1,289
7,Marcos Alonso,3.0,es ESP,DM,26-094,73,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,,,,,1,289
8,Michy Batshuayi,23.0,be BEL,FW,23-181,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,1,289
9,N'Golo Kanté,7.0,fr FRA,DM,26-003,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,1,289
10,Nemanja Matić,21.0,rs SRB,DM,28-243,58,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,1,289
11,Pedro,11.0,es ESP,DM,29-247,90,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,12.0,4.0,1.0,0.0,0.0,0.0,,,,,1,289
12,Ruben Loftus-Cheek,14.0,eng ENG,MF,21-068,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,289
13,Thibaut Courtois,13.0,be BEL,GK,24-325,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,33.3,1,289
14,Willian,22.0,br BRA,"FW,MF",28-235,32,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,,,,,1,289
0,14 Players,,,,,990,2.0,2.0,0.0,0.0,8.0,3.0,2.0,0.0,14.0,12.0,2.0,9.0,8.0,15.0,0.0,0.0,0.0,,,,,0,289
1,Andros Townsend,10.0,eng ENG,AM,25-259,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,,,,,0,289
2,Christian Benteke,17.0,be BEL,FW,26-119,90,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,289
3,Damien Delaney,27.0,ie IRL,DF,35-255,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,289
4,James Tomkins,5.0,eng ENG,CB,28-003,44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0,289
5,Jason Puncheon,42.0,eng ENG,AM,30-287,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,,,,,0,289
6,Jeffrey Schlupp,31.0,gh GHA,LB,24-099,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,289
7,Joel Ward,2.0,eng ENG,RB,27-154,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,0,289
8,Luka Milivojević,28.0,rs SRB,DM,25-359,90,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,0,289
9,Mamadou Sakho,12.0,fr FRA,CB,27-047,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,,,,0,289
10,Martin Kelly,34.0,eng ENG,"DF,MF",26-339,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,289
11,Scott Dann,6.0,eng ENG,DF,30-046,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,289
12,Wayne Hennessey,13.0,wls WAL,GK,30-067,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,10.0,90.9,0,289
13,Wilfried Zaha,11.0,ci CIV,AM,24-142,90,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,0,289
14,Yohan Cabaye,7.0,fr FRA,DM,31-077,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,5.0,0.0,0.0,0.0,,,,,0,289
0,14 Players,,,,,990,0.0,0.0,0.0,0.0,14.0,4.0,1.0,0.0,14.0,8.0,4.0,16.0,8.0,14.0,0.0,0.0,1.0,,,,,1,290
1,Cédric Soares,2.0,pt POR,RB,25-213,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,,,,,1,290
2,Dušan Tadić,11.0,rs SRB,AM,28-132,79,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,,,,,1,290
3,Fraser Forster,1.0,eng ENG,GK,29-015,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,100.0,1,290
4,Jack Stephens,24.0,eng ENG,CB,23-064,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,,,,1,290
5,James Ward-Prowse,16.0,eng ENG,AM,22-151,62,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,,1,290
6,Jay Rodriguez,9.0,eng ENG,FW,27-246,62,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1,290
7,Maya Yoshida,3.0,jp JPN,CB,28-220,90,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,,,,1,290
